"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"867605747814719488","","","2017-05-25 04:58:24 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Any OmniFocus users around here? I’m intrigued, curious to hear how others are using it.","","","",""
"865794705182703616","865794507085938688","107888374","2017-05-20 05:01:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@NicRodriquez @DannPetty Hey hey! What are you trying to make happen?","","","",""
"865649554837745665","","","2017-05-19 19:25:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't decide if following food accounts in other cities is a good or bad idea.","","","",""
"864987679246635012","864973552734351361","107888374","2017-05-17 23:35:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@NicRodriquez @FedEx @UPS @USPS @DustinAlise Yes! We need bbq in San Francisco! Help!","","","",""
"864948489477697536","","","2017-05-17 20:59:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","How have I never been to a restaurant supply store before today? I'm having way more fun than I should be.","","","",""
"864477752770138113","","7212562","2017-05-16 13:48:52 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SouthwestAir I'm flying today w/ my 8-month-old as a lap child, don't have his birth certificate. What else can I use to verify age? Help!","","","",""
"863077842489356289","","","2017-05-12 17:06:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You have to hand it to them, the DMV works hard to maintain their terrible reputation. Serious commitment to consistency.","","","",""
"862707977874063360","862701608613707777","703873","2017-05-11 16:36:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jblanton I wouldn't be surprised if it's sooner.","","","",""
"862493709950124032","862368012158074893","100368014","2017-05-11 02:24:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@PapaJohnsNCTex @dotfras Wow, I did not expect to see this in your replies.","","","",""
"861975838354550785","","","2017-05-09 16:07:09 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","What's your favorite kind of swag to get? 

Stickers? Lapel pins? Shirts? Bags? Notebooks?","","","",""
"861255081349591041","861252169021784064","18006586","2017-05-07 16:23:07 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@andywalt I'm reporting this tweet as hate speech.","","","",""
"861251599129292803","861070990909952000","18006586","2017-05-07 16:09:17 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@andywalt Don't sass me, Darth Walters.","","","",""
"861070750790406144","861070617163964417","18006586","2017-05-07 04:10:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@andywalt Only a sith deals in absolutes.","","","",""
"860944567230705665","","","2017-05-06 19:49:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Buying @GoPro accessories is my new hobby.","","","",""
"859419038371508224","","","2017-05-02 14:47:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VLOG 023: Going To The Beach
https://t.co/ekwlktfrWW","","","","https://youtu.be/qFSP5tIwzqk"
"858670486124986370","","","2017-04-30 13:12:51 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10 years ago today I tweeted for the first time. https://t.co/3Diromilpw","","","","https://twitter.com/joshferrara/status/46448072"
"858145790560272384","857981450406293504","5905672","2017-04-29 02:27:54 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@danbenjamin Odd question: can you foresee any issue with using fireside for everything except maintaining my own podcast website?","","","",""
"858031123376607232","857874038051524609","846708486570479622","2017-04-28 18:52:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@walmarthelp Cherry Lemon. The Destin, FL store didn't have any :-/","","","",""
"857816137853173761","857815851671707648","937561","2017-04-28 04:37:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jm I had to close the Amazon app to view this reply 😂","","","",""
"857815039528640512","","","2017-04-28 04:33:37 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vacation is already on thin ice: @Walmart doesn't have my favorite @enjoyLaCroix flavor.","","","",""
"857814153389641728","857802614783832065","137830612","2017-04-28 04:30:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TyHester Miss you! Come hang at the beach...","","","",""
"857733600510439426","857697341649846275","231312978","2017-04-27 23:10:00 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@kalklein But I'm at the beach.","","","",""
"856661870417240069","","","2017-04-25 00:11:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Update: That flight was awful. #thanksunited The cookie flight attendant, however, was very kind.","","","",""
"856609513771720704","","","2017-04-24 20:43:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Past 12hrs: packed bags, bed, wake, video shoot, return rental gear, finish packing family, uber to airport, now on flight. Stay busy ;)","","","",""
"856607670089900032","856607359518466048","5690692","2017-04-24 20:35:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","On the plus side, our flight attendant baked us chocolate chip cookies!

If you don't hear from me by tonight, you'll know what happened.","","","",""
"856607359518466048","","","2017-04-24 20:34:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Flying with a baby &amp; dog is a new adventure, but I love every second.

Flying with United is also, but I don't love that adventure.","","","",""
"856606187986362368","856599934564540416","16753890","2017-04-24 20:30:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@justingiglio @jasontlaird It's worth the frustration!","","","",""
"856248059898081284","","","2017-04-23 20:47:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VLOG 022: Moving To San Francisco!
https://t.co/tOwB7Yt1G9","","","","https://youtu.be/bV_8ffVkzfc"
"854868969810939905","854527977010454529","20492880","2017-04-20 01:26:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jonathansimmons Similar experience just now at my neighborhood burrito spot. Guy walked in wearing a hat with my last name on it. I'm listening, Jesús.","","","",""
"854812922874183680","854812357247107072","35068232","2017-04-19 21:44:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dotfras @united That's the part I don't get either. I probably would have bit when they offered $200.","","","",""
"854748146420727808","854747314547826688","13352162","2017-04-19 17:26:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@CA_DMV Is it possible to transfer my DL after the expiration date?","","","",""
"854706211291148288","","13352162","2017-04-19 14:40:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@CA_DMV need to transfer my DL from Louisiana to CA, but 1st available appointment isn't until after mine expires. Is there a grace period?","","","",""
"854498826861899776","854476726658846720","25246881","2017-04-19 00:56:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@samsheffer Good to know. Thanks!","","","",""
"854472737426780160","854471910113062913","25246881","2017-04-18 23:12:30 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@samsheffer I'd prefer to carry it. They've never given you issues about the battery?","","","",""
"854467250190917634","","25246881","2017-04-18 22:50:42 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@samsheffer any tips on flying with the boosted board? Do you typically check or carry on?","","","",""
"854467061241618432","","545821170","2017-04-18 22:49:57 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@BoostedBoards any tips on flying domestically with my board next week? Am I better off shipping it?","","","",""
"854466086670024704","","260907612","2017-04-18 22:46:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@united I'm traveling next week &amp; I'd like to bring my skateboard. It's normally battery powered, but I've removed the battery. Is that ok?","","","",""
"854150542326505473","854120437030109189","35293","2017-04-18 01:52:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@mrgan This is my favorite brand of humor.","","","",""
"853376558290968576","853333094786584579","53127909","2017-04-15 22:36:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@angelamcmarie As in the part about dollars?","","","",""
"852219563416576000","852219234503585792","545821170","2017-04-12 17:59:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@BoostedBoards Will do. I forgot about avoiding hills when the battery is at 100% 😬 Won't do that again!","","","",""
"851828226552758273","851789591342460928","10049592","2017-04-11 16:04:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@quintesant A dad riding an electric skateboard means there wasn't much there to begin with.","","","",""
"851643345294114816","851639263464640512","18006586","2017-04-11 03:49:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@andywalt @BoostedBoards That part hurts the most.","","","",""
"851611417903890433","","","2017-04-11 01:42:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Took my first spill on the @BoostedBoards today. Damage report: not bad. https://t.co/rKiRXccAWH","","","","https://twitter.com/joshferrara/status/851611417903890433/photo/1,https://twitter.com/joshferrara/status/851611417903890433/photo/1"
"850104259693625344","850104025882218496","382417301","2017-04-06 21:53:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ScootNetworks Is it normal that my garage is paused every other day?","","","",""
"850101609593880576","","382417301","2017-04-06 21:43:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ScootNetworks what does it mean when a garage is paused? Can't find any explanation.","","","",""
"850082716708098048","850060948626825216","665313","2017-04-06 20:28:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@rfelix @davidlink LunchTrust needs to come back. Don't you want to come to SF next week?","","","",""
"850082329410260993","850067532950188033","19933501","2017-04-06 20:26:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jmercox @quincandy That place is dangerous!","","","",""
"849844281623814144","849840735386042370","12551632","2017-04-06 04:40:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@friedriches Wow, I've passed this place! Definitely going.","","","",""
"849766268966060033","","","2017-04-05 23:30:41 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I miss my standing desk.","","","",""
"849658819944656896","","","2017-04-05 16:23:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @samsheffer: Introducing iOS 11 https://t.co/yW2celkdAu","849301207676063744","25246881","2017-04-04 16:42:41 +0000","https://twitter.com/samsheffer/status/849301207676063744/photo/1,https://twitter.com/samsheffer/status/849301207676063744/photo/1"
"849658782741221377","","","2017-04-05 16:23:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Shonduras: i love sharing my story everywhere https://t.co/IyYSd8ai8y","849263142395760640","113071374","2017-04-04 14:11:26 +0000","https://twitter.com/Shonduras/status/849263142395760640/photo/1,https://twitter.com/Shonduras/status/849263142395760640/photo/1"
"849046463887704064","","19439650","2017-04-03 23:50:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@junecloud Is there any way to add a delivery through a webhook? I'd love to automate adding my Amazon shipments.","","","",""
"848376035963949056","848343693354565632","107888374","2017-04-02 03:26:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@NicRodriquez @instagram No shame! #knownassociates","","","",""
"847509484054261761","847507506058346497","18006586","2017-03-30 18:03:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@andywalt @ChrisDurso @dotfras Ignore them. I will take you to Taco Bell.","","","",""
"846817309553377280","846812460548067332","12551632","2017-03-28 20:12:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@friedriches done.","","","",""
"846811724309155840","","","2017-03-28 19:50:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I realize this is *such* a millennial thing to say, but here goes: 

Slow internet is worse than no internet at all.","","","",""
"846455111983366144","846454508595171331","35068232","2017-03-27 20:13:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dotfras sounds like it'll be a great one.","","","",""
"846454383034351616","846454056625344512","35068232","2017-03-27 20:10:25 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dotfras don't see a problem there.","","","",""
"846013294615773184","845838649220632576","137830612","2017-03-26 14:57:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@TyHester long live Weekend Ty","","","",""
"843502133446152192","","","2017-03-19 16:39:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I can't remember the last time I visited a church and @Sammiezavala *wasn't* there.","","","",""
"843218544066101248","","22536055","2017-03-18 21:52:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@AmericanAir My 12pm cross-country flight is now delayed til 1am. Could you help with an upgrade for my trouble?","","","",""
"842600902452158467","842590222802214912","665313","2017-03-17 04:58:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@rfelix a Thrice soundtrack would have been appropriate as I was throwing away the boxes.","","","",""
"842502271376142336","","","2017-03-16 22:26:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Throwing away boxes for tech gear is my equivalent of burning the ships.","","","",""
"842167086528905216","842166202038419457","18108146","2017-03-16 00:14:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JonahThib come visit SF and I'll let you ride it.","","","",""
"842157248939880449","842129899750055936","16248190","2017-03-15 23:35:09 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@johndavidwright welcome home.","","","",""
"842156693756698624","842074275360198657","18108146","2017-03-15 23:32:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@JonahThib mine comes in next week. THE FUTURE.","","","",""
"841428203826688001","841422961705930752","38996819","2017-03-13 23:18:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@RavenEarlywine come on!","","","",""
"841017150647099392","841013550562828290","20492880","2017-03-12 20:04:48 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jonathansimmons @panzer same. I'm not even sure if they received my updated shipping address.","","","",""
"840971776649707520","840955075405185024","35068232","2017-03-12 17:04:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dotfras no, and I was embarrassed the whole time.","","","",""
"840927202237599744","","","2017-03-12 14:07:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pro tip: A 6am fire alarm is a great way to meet your neighbors. 😑","","","",""
"840069717507293185","","","2017-03-10 05:20:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Walking around the city after dark has quickly become one of my favorite pastimes.","","","",""
"839010859942735873","839010703960850432","14715542","2017-03-07 07:12:31 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@lancewalley it's the restaurant across the street in your first pic :)","","","",""
"839006846425808896","838938578075930625","14715542","2017-03-07 06:56:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@lancewalley if you haven't already, grab some dinner and a drink at Frank!","","","",""
"839004589848350720","838932951761039360","127374891","2017-03-07 06:47:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@_colesullivan @johndavidwright yep. What he said. Syncs to Mac, iOS widget, extension sheet button, etc: https://t.co/sSfm2VGCdq","","","","https://itunes.apple.com/us/app/deliveries-a-package-tracker/id290986013?mt=8"
"837780304408371201","837765846969774080","3952921","2017-03-03 21:42:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@lleger exactly.","","","",""
"837762004756516864","","","2017-03-03 20:30:01 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I just sent a Craigslist link to my uncle Craig.","","","",""
"836028763737567233","836007054854787077","43280998","2017-02-27 01:42:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ezcohen the opener from Circles Conference 2016 😘 (cc: @burciaga)","","","",""
"836028500075216904","836009456064315392","703873","2017-02-27 01:41:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@jblanton I missed something. Why WhatsApp instead of Messenger?","","","",""
